65.0	60.0	75.0	80.0	80.0	65.0	70.0	75.0	95.0
60.0	75.0	65.0	65.0	65.0	55.0	85.0	70.0	55.0
200.0	75.0	60.0	120.0	75.0	90.0	50.0	50.0	75.0
60.0	75.0	45.0	70.0	55.0	75.0	100.0	100.0	90.0
50.0	55.0	65.0	65.0	90.0	65.0	85.0	90.0	95.0
75.0	75.0	60.0	65.0	60.0	70.0	110.0	60.0	60.0
175.0	60.0	50.0	70.0	75.0	90.0	95.0	115.0	70.0
60.0	75.0	60.0	75.0	70.0	45.0	115.0	80.0	60.0
55.0	60.0	65.0	50.0	60.0	40.0	90.0	75.0	120.0
75.0	70.0	65.0	65.0	60.0	40.0	80.0	90.0	70.0
75.0	150.0	70.0	65.0	85.0	95.0	25.0	55.0	80.0
55.0	60.0	55.0	80.0	90.0	65.0	45.0	55.0	85.0
130.0	75.0	60.0	75.0	80.0	90.0	110.0	90.0	85.0
80.0	65.0	85.0	75.0	70.0	45.0	85.0	95.0	90.0
85.0	75.0	60.0	65.0	90.0	80.0	85.0	100.0	90.0
60.0	70.0	65.0	165.0	90.0	85.0	60.0	95.0	90.0
80.0	95.0	50.0	50.0	80.0	50.0	85.0	55.0	80.0
85.0	95.0	65.0	55.0	70.0	100.0	85.0	110.0	95.0
175.0	70.0	50.0	95.0	70.0	100.0	90.0	85.0	100.0
80.0	75.0	45.0	105.0	70.0	65.0	90.0	30.0	135.0
100.0	70.0	60.0	65.0	50.0	60.0	95.0	100.0	80.0
85.0	65.0	95.0	95.0	95.0	85.0	85.0	70.0	100.0
70.0	50.0	50.0	60.0	65.0	45.0	85.0	75.0	65.0
90.0	100.0	55.0	75.0	65.0	50.0	80.0	95.0	85.0
75.0	70.0	55.0	60.0	65.0	45.0	75.0	50.0	65.0
60.0	60.0	65.0	85.0	65.0	60.0	65.0	75.0	110.0
65.0	75.0	65.0	75.0	90.0	60.0	85.0	70.0	45.0
95.0	55.0	35.0	85.0	70.0	65.0	65.0	85.0	65.0
